guides	section-35a-withholding-tax-explained	    2846	Section 35A Withholding Tax: The 7.5% Rule on SA Sales
guides	sectional-title-levies-cape-town	    3113	Sectional Title Levies in Cape Town: 2026 Investor Guide
guides	sectional-title-vs-freehold-cape-town	    3690	Sectional Title vs Freehold in Cape Town: 2026 Guide
guides	security-estates-cape-town-foreign-buyers	    3511	Security Estates Cape Town Foreign Buyers Guide 2026
guides	selling-property-south-africa-non-resident	    2883	Selling Property in South Africa as a Non-Resident: 2026
guides	short-term-rental-rules-cape-town	    4009	Cape Town Airbnb Rules 2026: The 4 Layers to Check
guides	snagging-inspection-new-build-cape-town	    3491	Snagging Inspection Cape Town: New-Build Defect Checks
guides	south-africa-capital-gains-tax-property	    3779	South Africa CGT on Property: Rates, Rules and Examples
guides	south-africa-exchange-control-property	    3639	South Africa Exchange Control on Property: 2026 Guide
guides	south-africa-transfer-duty-explained	    3535	South Africa Transfer Duty Explained: 2025 SARS Rates
guides	southern-suburbs-cape-town-property	    3827	Southern Suburbs Cape Town: School-Belt Property 2026
guides	stellenbosch-property-investment-guide	    3668	Stellenbosch Property Investment Guide 2026, Winelands
guides	uk-tax-south-africa-rental-property	    4489	UK Tax South Africa Rental Property: HMRC Guide 2026
news	cape-town-interest-rates-property-2026	    1498	Cape Town Rates Hike May 2026: SARB 7%, Prime 10.5% Impact
news	cape-town-luxury-sales-record-2025	    1410	Cape Town Luxury Sales Hit R11.3bn Record in 2025
news	foreign-buyers-atlantic-seaboard-2025	    1505	Foreign Buyers Drive Atlantic Seaboard Sales in 2025
news	va-waterfront-granger-bay-development	    1868	V&A Waterfront Granger Bay: R24bn Expansion, 27k Jobs
news	western-cape-property-forecast-2026	    1240	Western Cape Property Forecast: 7.4-9.3% Growth in 2026
projects	acacia-house-woodstock	    3324	WEX1 Woodstock: Albert Road Mixed-Use Investor Guide
projects	amdec-hout-bay-project	    2518	La'Mare Hout Bay: Off-Plan Harbour Apartment Guide
projects	azure-camps-bay-beach	    2568	Azure Camps Bay: Horizon Capital Beach Estate Review
projects	camps-bay-infinity	    2172	Infinity Bakoven: Camps Bay Trophy Apartment Guide
projects	chestercourt-redevelopment	    2571	Cape Town CBD Rental Pipeline: Investor Brief 2026
projects	foreshore-place-cape-town	    2377	Foreshore Place Cape Town: CBD Mixed-Use Tower Review
projects	granger-bay-waterfront	    2228	Granger Bay Waterfront: V&A Expansion Investor Brief
projects	green-village-val-de-vie	    2482	Vivante Village Val de Vie: From R4.65m, 95% Sold Review
projects	harbour-arch-amdec-foreshore	    2472	Harbour Arch Cape Town: Amdec Foreshore Tower Review
projects	infinity-milnerton	    2617	Royal Ascot Milnerton: Table Bay Estate Investor Review
projects	makers-landing-waterfront	    2599	Makers Landing V&A 2026 — Food Hub, Not Apartments
projects	nine-palms-century-city	    2242	Nine Palms Century City: Rabie Resale Investor Review
projects	nineons-green-point	    2649	NINEONS Green Point 2026 — Blok Resale & Yield Guide
projects	observatory-green	    2258	Observatory Apartments: Student Hub Investor Guide
projects	on-park-century-city	    2466	On Park Century City: Cape Town Resale Investor Review
projects	onehundredonm-sea-point	    2617	ONEHUNDREDONM Sea Point: Blok Mixed-Use Review 2026
projects	oneonr-de-waterkant	    3381	ONEONR De Waterkant: Blok Apartment Review SA 2026
projects	pearl-valley-nova	    2933	Pearl Valley Val de Vie: Golf Estate Investor Guide
projects	rhapsody-burgundy-estate	    2158	Rhapsody Burgundy Estate: Rabie Northern Suburbs Review
projects	rockwell-tower-cape-town	    2530	Rockwell Tower Cape Town: De Waterkant Mixed-Use Guide
projects	silo-district-residences	    2754	Silo District Residences: V&A Waterfront Investor Review
projects	skywater-century-city	    2453	SkyWater Century City: Cape Town Off-Plan Investor Review
projects	the-charlotte-cape-town	    2982	The Charlotte Cape Town: Prospekt CBD Aparthotel Review
projects	the-ridge-clifton	    2573	The Ridge Clifton: Ultra-Prime Trophy Address Guide 2026
projects	three43onb-sea-point	    2429	THREE43ONB Sea Point: Blok Aparthotel Investor Review
projects	two-oceans-beach	    3081	Two Oceans Beach Blouberg: What Actually Exists There
projects	venice-house-cbd	    2796	Venice House Cape Town: Prospekt CBD Resale Review
projects	zero2one-sea-point	    2858	Zero2One Cape Town: CBD Tower Debunk & Blok Alternatives
segments	cape-town-property-for-uk-retirees	    3509	Cape Town Property for UK Retirees: 2026 Buyer Guide
segments	german-buyers-cape-town-property	    2350	German Buyers in Cape Town: Exemption, Not Credit
segments	uk-buyers-cape-town-property	    2256	UK Buyers in Cape Town: Residence, Not Passport
segments	us-buyers-cape-town-property	    2433	US Buyers in Cape Town: Citizenship Follows You
